ts_recv,price,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,weighted_mid,rv_60s,ret_60s
2021-01-13 08:01:00+00:00,,,,0,0,,0.0,
2021-01-13 08:02:00+00:00,,,,0,0,,0.0,
2021-01-13 08:03:00+00:00,,,,0,0,,0.0,
2021-01-13 08:04:00+00:00,,,,0,0,,0.0,
2021-01-13 08:05:00+00:00,,,,0,0,,0.0,
2021-01-13 08:06:00+00:00,,,,0,0,,0.0,
2021-01-13 08:07:00+00:00,,,,0,0,,0.0,
2021-01-13 08:08:00+00:00,,,,0,0,,0.0,
2021-01-13 08:09:00+00:00,,,,0,0,,0.0,
2021-01-13 08:10:00+00:00,,,,0,0,,0.0,
2021-01-13 08:11:00+00:00,,,,0,0,,0.0,
2021-01-13 08:12:00+00:00,,,,0,0,,0.0,
2021-01-13 08:13:00+00:00,,,,0,0,,0.0,
2021-01-13 08:14:00+00:00,,,,0,0,,0.0,
2021-01-13 08:15:00+00:00,,,,0,0,,0.0,
2021-01-13 08:16:00+00:00,,,,0,0,,0.0,
2021-01-13 08:17:00+00:00,,,,0,0,,0.0,
2021-01-13 08:18:00+00:00,,,,0,0,,0.0,
2021-01-13 08:19:00+00:00,,,,0,0,,0.0,
2021-01-13 08:20:00+00:00,,,,0,0,,0.0,
2021-01-13 08:21:00+00:00,,,,0,0,,0.0,
2021-01-13 08:22:00+00:00,,,,0,0,,0.0,
2021-01-13 08:23:00+00:00,,,,0,0,,0.0,
2021-01-13 08:24:00+00:00,,,,0,0,,0.0,
2021-01-13 08:25:00+00:00,,,,0,0,,0.0,
2021-01-13 08:26:00+00:00,,,,0,0,,0.0,
2021-01-13 08:27:00+00:00,,,,0,0,,0.0,
2021-01-13 08:28:00+00:00,,,,0,0,,0.0,
2021-01-13 08:29:00+00:00,,,,0,0,,0.0,
2021-01-13 08:30:00+00:00,,,,0,0,,0.0,
2021-01-13 08:31:00+00:00,,,,0,0,,0.0,
2021-01-13 08:32:00+00:00,,,,0,0,,0.0,
2021-01-13 08:33:00+00:00,,,,0,0,,0.0,
2021-01-13 08:34:00+00:00,,,,0,0,,0.0,
2021-01-13 08:35:00+00:00,,,,0,0,,0.0,
2021-01-13 08:36:00+00:00,,,,0,0,,0.0,
2021-01-13 08:37:00+00:00,,,,0,0,,0.0,
2021-01-13 08:38:00+00:00,,,,0,0,,0.0,
2021-01-13 08:39:00+00:00,,,,0,0,,0.0,
2021-01-13 08:40:00+00:00,,,,0,0,,0.0,
2021-01-13 08:41:00+00:00,,,,0,0,,0.0,
2021-01-13 08:42:00+00:00,,,,0,0,,0.0,
2021-01-13 08:43:00+00:00,,,,0,0,,0.0,
2021-01-13 08:44:00+00:00,,,,0,0,,0.0,
2021-01-13 08:45:00+00:00,,,,0,0,,0.0,
2021-01-13 08:46:00+00:00,,,,0,0,,0.0,
2021-01-13 08:47:00+00:00,,,,0,0,,0.0,
2021-01-13 08:48:00+00:00,,,,0,0,,0.0,
2021-01-13 08:49:00+00:00,,,,0,0,,0.0,
2021-01-13 08:50:00+00:00,,,,0,0,,0.0,
2021-01-13 08:51:00+00:00,,,,0,0,,0.0,
2021-01-13 08:52:00+00:00,,,,0,0,,0.0,
2021-01-13 08:53:00+00:00,,,,0,0,,0.0,
2021-01-13 08:54:00+00:00,,,,0,0,,0.0,
2021-01-13 08:55:00+00:00,,,,0,0,,0.0,
2021-01-13 08:56:00+00:00,,,,0,0,,0.0,
2021-01-13 08:57:00+00:00,,,,0,0,,0.0,
2021-01-13 08:58:00+00:00,,,,0,0,,0.0,
2021-01-13 08:59:00+00:00,,,,0,0,,0.0,
2021-01-13 09:00:00+00:00,,,,0,0,,2.8920973033653125e-08,
2021-01-13 09:01:00+00:00,379.3,379.26,379.28,25,1000,379.26048780487804,1.2923803465471505e-08,-0.00014564667122030084
2021-01-13 09:02:00+00:00,379.22,379.17,379.22,1000,400,379.2057142857143,2.6151558847798817e-08,-6.278788244107325e-06
2021-01-13 09:03:00+00:00,379.22,379.17,379.22,1000,500,379.2033333333333,9.660272753725468e-09,-6.006745135267444e-05
